y,difficulty,human_pred,ai_pred,human_conf,ai_conf
0,0.16583289740382054,0,0,0.895354744385843,0.854641754547542
0,0.23539355131211936,1,0,0.553914268134409,0.8712149929347
1,0.34008150100013534,0,0,0.5122420307541877,0.48687326693836125
1,0.42027845197387576,1,1,0.8093875883328352,0.8888248422009448
0,0.6583962118912813,0,0,0.7954611446750153,0.8219329578799051
1,0.3193095115524173,0,1,0.5861285035146023,0.8669434583267561
1,0.8017947452093129,1,1,0.7690429587673226,0.8772729855048961
1,0.7781280662458234,0,1,0.5055596968570913,0.7300306364328175
0,0.27311943964857177,0,0,0.8465511030537026,0.8468441186194482
1,0.22206473214950836,0,1,0.6276360271502878,0.788719265794575
0,0.09827152334596397,0,0,0.7953127654031794,0.9384383060217591
0,0.2802360861132211,0,0,0.7788150904700606,0.963334379613016
1,0.40185368987807324,0,1,0.4999834395724773,0.824996419817245
1,0.5507606479235697,1,0,0.7262544063415594,0.4976771955657724
0,0.41695232283302824,0,0,0.7606137210069741,0.8523393234763593
0,0.25399719795253606,0,0,0.8152858613735019,0.8597402985355875
1,0.6750748539808207,1,1,0.8495855192115563,0.8091980606462236
0,0.2762547030297853,1,0,0.6555115575358663,0.8415236035581068
1,0.12388962293656,1,1,0.7968207902908725,0.9680984821926252
1,0.37653973988059575,0,0,0.397712550062847,0.508292187560765
0,0.44214793217024745,0,1,0.8088620069358049,0.5116143941726521
1,0.400409195925371,1,1,0.841687083738857,0.7816760253368477
1,0.3534347107550214,1,0,0.788329953568036,0.51421141179412
1,0.43616330359237643,0,1,0.4601253490963993,0.692567827746877
1,0.6686315384406764,1,1,0.7277041379225481,0.9475584507634415
0,0.36562914384355794,1,1,0.4411482253033582,0.5395563865942778
0,0.8462449841297669,0,1,0.7693095929639518,0.48362664774773795
0,0.4499918380007864,0,0,0.8591878495632208,0.8622844787050679
0,0.22470834002509824,0,1,0.840405198575818,0.5337992404480283
0,0.8237263758459932,1,1,0.33589922026648705,0.41643419567851175
0,0.6844573261973825,1,0,0.43071677918752116,0.7429363343067764
1,0.8568256610197056,0,0,0.29040714442327875,0.49609093158476025
1,0.7548254814003451,1,1,0.6442205690245527,0.7397624622168203
0,0.23571748104733353,0,0,0.8373245007116796,0.8021185366034531
0,0.24806535616622788,0,0,0.8079306639335423,0.8722048445884133
1,0.5074338602426897,0,1,0.5266856644304417,0.7283306708853546
0,0.30221425529367635,0,0,0.8201613484460587,0.7950861771240868
1,0.7153364986329016,0,1,0.3610720772825313,0.8231283893962723
0,0.6737802180888662,1,1,0.4225082798133061,0.48669382978989795
1,0.49316082690300334,0,1,0.48126758857704977,0.8440162665887652
1,0.6060633403495194,0,0,0.5399738332138031,0.549611694264188
1,0.24111903617513408,1,1,0.8703560810886468,0.7891229836331102
1,0.5297984207610282,0,0,0.5588005868025073,0.4125575445357385
1,0.30707014414082395,1,1,0.7403403775375964,0.9243177045957823
0,0.3015826983717617,1,0,0.631668134234728,0.8419641281372114
0,0.4125109769802839,1,0,0.47508102184992573,0.8767999756681518
1,0.7286616016216125,1,1,0.7212066047980715,0.7766636333667669
0,0.24141315661350554,0,0,0.7855623385177232,0.8447160586846303
1,0.617436885276456,0,1,0.4767986694490106,0.7703188172038018
1,0.523180042902061,1,1,0.7878139019721554,0.8242697821067654
0,0.8606325731817087,0,1,0.7525425702416318,0.3633930575310503
0,0.5525847865799268,0,0,0.6898232993930574,0.8466953034461033
1,0.44407965388513615,0,0,0.44829116741003877,0.5449089219314667
0,0.18072705642204642,1,0,0.5526103129749929,0.8934113891561061
1,0.20054115319304075,1,1,0.8099712579483765,0.7443246449101754
0,0.14500792683515812,0,0,0.7964520664045615,0.8435680976467341
1,0.0699202233708216,1,0,0.7764237443494358,0.6247763589060384
1,0.6680946863477483,0,0,0.3757293477894275,0.46737495418865693
0,0.3449460988045594,0,0,0.7042938069796936,0.881970196118564
1,0.5641425672006894,0,0,0.5049372569463957,0.46429116290271755
1,0.3861073791488951,0,0,0.5773660498118697,0.4278985202757912
0,0.847082337197612,0,0,0.6312590871393536,0.7104306245187059
1,0.33149188551020886,1,0,0.7736492624929593,0.5034533710149925
0,0.2728700016074026,1,0,0.45768628688215096,0.8653636818022475
0,0.5096361339543446,1,0,0.4358586929224565,0.8142256962932735
0,0.40106896300094724,0,0,0.7401610197452537,0.8659909989706771
1,0.6009176996938975,0,1,0.4108631779164831,0.7943042951579955
0,0.6871130315839145,0,1,0.6571279049102711,0.45103812780143626
0,0.2606387303538481,0,0,0.8820073874762707,0.8567554117191564
1,0.6256352561627818,0,1,0.32152452518324326,0.6357926818405388
1,0.5488242207272601,1,1,0.7743972560201203,0.7809960377165218
1,0.4437034062909532,1,1,0.7751683394201685,0.7970310084741974
0,0.7334609106219685,0,1,0.6984633657923298,0.5084430403079575
1,0.4130943403494278,1,0,0.762752696696477,0.48507196243796313
1,0.944179908754493,0,1,0.41671314628908707,0.7930088080439153
1,0.23637345485404873,1,1,0.6899158595803929,0.8986112394622385
0,0.6532077679179883,0,1,0.7600261939544214,0.38529649194048504
0,0.6584687166000627,0,0,0.700120872387361,0.8162807723849929
1,0.15156977987254153,1,0,0.8547850194222074,0.590668631494937
1,0.4376498685590838,1,0,0.7684965381085934,0.5312458780105421
1,0.6206642511005017,0,0,0.3842471777792734,0.4404372659520473
1,0.2367019613843696,1,0,0.8709163676007282,0.6289205755811353
0,0.6245961848771346,0,0,0.7731105343786164,0.68866039265471
1,0.4517540672505971,1,1,0.7459383678161952,0.8944240115788412
1,0.5393292720014727,1,1,0.7881382603427556,0.8253687159228821
1,0.3023564580000206,1,0,0.8894778775111183,0.5381117288130228
1,0.2588849121933343,1,1,0.8523207704754987,0.900861519130404
0,0.7481099438036425,1,0,0.33466611342996844,0.7523581549857112
0,0.5888795814165703,0,0,0.7289779026754741,0.6803498678684664
0,0.5009263139552728,1,0,0.5060663238515595,0.7677413437988712
0,0.7606592628276427,0,1,0.7334118008632529,0.45343024947286337
0,0.4047683018253989,0,0,0.8258044975154364,0.7958730488807713
0,0.6728557059072757,1,0,0.47460375173363145,0.7616526733722396
0,0.8459227922372009,1,1,0.46958583980964824,0.43834439160842864
0,0.8922091109499541,1,1,0.40138746859190316,0.3410765828526999
1,0.6933773592629747,1,1,0.7649061760694811,0.8323479135749565
0,0.9730872124878989,0,0,0.6864639536175804,0.7047247724019823
0,0.48332149184550355,1,0,0.57163151284609,0.808117206298136
0,0.6132461727519004,0,0,0.8711256285630319,0.7894263314774637
0,0.3632243246652879,1,0,0.5122368553477591,0.8833208373143558
1,0.30245210516660026,1,1,0.803732466971399,0.7173543036550869
1,0.33421090858087155,0,1,0.5056199550187672,0.9126021254028243
1,0.742885710306818,1,1,0.67947839784199,0.8391869142898987
1,0.2719970978483904,1,1,0.8620560149346201,0.769434960210189
0,0.8172176630298423,0,1,0.6733165576247329,0.5553594324871575
1,0.37987901621772324,1,1,0.72685676350274,0.8616448028605508
0,0.23850903055235712,0,0,0.7883378208768845,0.8640373414572069
1,0.6814888784322547,1,0,0.774613828746825,0.4329615235475394
0,0.29262498254564523,0,0,0.8245037109567511,0.7950944804683251
1,0.11152376536578618,1,1,0.8536054317359884,0.9012234365872858
0,0.17443469695049726,0,0,0.8091645007359581,0.8012927743078573
1,0.572976347461573,0,1,0.4520081400058642,0.7746057960752359
1,0.8531880564793114,1,1,0.6677779834777765,0.6531135456923063
0,0.5189162502936251,0,0,0.7909659271595718,0.7546061893381256
1,0.20921913375349657,1,1,0.8358478477437118,0.9221958999759164
1,0.21088855425642017,0,1,0.5409165590394891,0.9001823344896579
1,0.10476536157718805,1,1,0.791659688761496,0.8651194903929367
0,0.8498845326739826,0,0,0.796678486072671,0.7548024546809767
0,0.5718271552496718,1,0,0.4483913944679178,0.900344450645745
1,0.396707908342875,1,1,0.8665878271398617,0.8145231627051613
0,0.47051575725101097,1,0,0.43701304741962627,0.8391147211740991
0,0.43132565411727575,0,1,0.7731471435874506,0.5128229782076148
0,0.4516177968233893,0,0,0.7693299222353089,0.8549589213640025
0,0.3749031976278474,1,0,0.445562068782266,0.8735050346058971
0,0.5363991860138213,0,0,0.7858772972612837,0.6260335141353606
1,0.1604554097979006,1,1,0.8832598745924906,0.8326072262432618
0,0.6568209930251194,1,0,0.46574359759907014,0.9366433606853438
1,0.9257082164036554,0,1,0.4327351602147774,0.7227294918846163
0,0.4159341945568488,0,1,0.8096511116089005,0.4025352455681843
1,0.5791773846491158,0,0,0.4100406368333914,0.5042831383154776
1,0.6646946593618472,1,1,0.6774203538054855,0.7793130548721033
0,0.16609196862740297,1,0,0.521740300101363,0.8542184405273265
1,0.20342790670174044,0,1,0.47376601491619164,0.8055866134317653
1,0.6509376872611885,1,1,0.6700517334298273,0.8861254611096169
0,0.16964992783145072,0,0,0.9553033973849652,0.8311813427784742
1,0.8457892782453931,0,1,0.4202549111762687,0.7331720712645842
1,0.6122481794335071,0,0,0.5518883560221273,0.4023275804928692
1,0.22503608608295736,1,1,0.8643967970522176,0.860406754093047
1,0.3482174061010317,0,1,0.4515209350744395,0.8728441743754753
0,0.23014802374704024,0,0,0.7666392057740633,0.945321356267248
0,0.23527683420983303,1,1,0.5312204218495425,0.6028715254335337
0,0.5889711545412271,0,0,0.7949590322811099,0.714151670936927
1,0.38032003808230325,0,0,0.40081169756798196,0.3608439124637686
1,0.1548289513855771,1,0,0.9160921991325317,0.5892866196977402
0,0.6017203387567832,0,0,0.6873264869546297,0.6883010032192232
1,0.09713951203615508,1,1,0.7870034377265478,0.9691902432005177
0,0.28742823356345826,0,0,0.931157844336898,0.855564253724827
0,0.1623378676652919,0,1,0.8175372198591099,0.5290597334435332
0,0.5683851068239151,0,0,0.7783991728686855,0.7485330811281654
0,0.7431634399674671,1,1,0.31347081501101415,0.45240153311539194
0,0.33561598035406637,0,0,0.7901051446487225,0.7706257206187116
0,0.4463351282031602,0,0,0.799370539775435,0.7922163572740557
1,0.7507429252524664,0,1,0.46223398075444294,0.7522585808570484
0,0.3806706192030804,0,1,0.8674183431321538,0.3972723516706237
0,0.6974403449989977,1,0,0.3976117367244323,0.7959678372410631
1,0.7991664803445185,0,0,0.4240610707692508,0.46316902845356717
1,0.8606660605656672,0,1,0.32861242091469045,0.6434043709864522
0,0.5039278238537742,1,0,0.5255807770995561,0.9235353714708798
1,0.6205412130409328,0,1,0.5184192477544445,0.7925627818183529
0,0.6029178243380521,0,1,0.7279616686937656,0.5202042538875846
0,0.4863944756337828,1,0,0.468404126856103,0.7831197736969181
0,0.4414985314723498,0,0,0.7270025539717431,0.8717301981728452
1,0.342158262090055,1,1,0.8815857325991874,0.8539660868202873
1,0.6688550256765606,0,0,0.39624228813430346,0.6366430122876292
0,0.37893400194090365,0,0,0.7762652755043394,0.8096437545990445
1,0.021945636994157247,1,1,0.9197676194884136,0.9027859094620395
0,0.08719029929457552,0,0,0.9095598706169084,0.7550797937024452
0,0.6511932761843405,0,1,0.7337290986859532,0.42325099537315025
1,0.3001333894071843,1,1,0.9506121312279806,0.7146625004139465
0,0.4641478124916115,0,0,0.7898469305481255,0.8407256657417097
0,0.6755216825924406,1,1,0.37326776570365894,0.4522364661232265
0,0.2522429801842571,1,0,0.4951060923389735,0.8367117827328973
1,0.33213063110765245,1,1,0.8768677893674648,0.8489513136025746
1,0.8879915861566299,0,1,0.3360050250700054,0.7474778273922151
1,0.9190345222556099,1,0,0.6862589794742613,0.41796352590834795
0,0.38927968876275687,0,0,0.8314331642997528,0.8375706194655967
0,0.5878068259354812,1,1,0.4842729980670038,0.4771214480772724
1,0.364099370923541,0,1,0.4762738452479401,0.84552481179393
1,0.34033135277558596,1,0,0.8059958674863092,0.5005916155686166
0,0.7030913197940191,1,1,0.5058226907197669,0.44505273067540696
0,0.5182238415871203,0,1,0.775272683551259,0.46343924283277627
1,0.5571780882709746,1,1,0.897106370652234,0.7187127710187085
1,0.23355439743724823,1,1,0.9527966481281238,0.7985913412753401
0,0.6404447656160787,0,0,0.7123932611273548,0.7249789844063703
1,0.8360102336091333,0,0,0.3710771825525844,0.4519896452189969
1,0.580286951334342,0,0,0.3905351015822388,0.46586157865788524
1,0.6352407157275332,1,1,0.814875210649143,0.8197282992778159
1,0.24441437818191086,1,1,0.832250410190566,0.8891792893021954
1,0.29717091840425236,1,1,0.8842419766447714,0.8675091985779432
1,0.44169038581957776,0,1,0.42128507658325887,0.9166848856808931
1,0.46726092092195176,0,1,0.48031369848636174,0.9098704801706581
0,0.15518653895491566,0,0,0.9173497890856632,0.8302190551354479
1,0.8673234382240064,1,1,0.6855965231230338,0.7423753192379184
0,0.5868937156955049,1,0,0.36596705580956,0.7762619040788281
1,0.48869820456242263,1,1,0.7827803420988908,0.8339460762734123
1,0.0747946852435294,1,1,0.9502015997278747,0.8434401268468714
1,0.40546965088826614,1,1,0.7250702702183969,0.8888630949560412
0,0.44994856782213616,0,1,0.8952616427296977,0.49679471733566677
0,0.25454156310083026,1,0,0.5764589815864809,0.9571213417616713
0,0.6321586373633489,1,0,0.47691558987886457,0.7864705406239637
0,0.23869842423848633,0,0,0.7852454324623088,0.91492177956633
1,0.1879926525042614,1,1,0.8354467134041371,0.8761997732467203
1,0.8212249188302815,0,0,0.415753627735844,0.4310295127117904
0,0.2826729689322025,0,0,0.7375106804540786,0.8719442490625139
0,0.3210771418001783,1,0,0.45516122494430206,0.8539243338911114
1,0.5434716701478294,1,1,0.7194869274757381,0.7080601205892306
1,0.4221087715875818,1,1,0.8351755733008949,0.816013546301829
0,0.6555121825312649,1,0,0.4312365268410676,0.7588064924324363
0,0.7397445581871992,0,1,0.7563258758037787,0.41587942280437096
1,0.5420116481300665,0,0,0.4562660843824798,0.47009322427920125
0,0.0876614788892319,0,0,0.8078617120345823,0.9199473964654787
1,0.2748887815363073,1,0,0.7264672731369881,0.5651518989278356
1,0.4117214152804584,1,1,0.8851110511155716,0.8469100676990021
1,0.6970781868999665,0,0,0.4315480479160648,0.5120667964483614
1,0.7114711408347768,0,1,0.3213119542511227,0.907578836758225
1,0.7604703251620781,0,0,0.3944440796992671,0.4690013969858474
0,0.23147271190899096,0,0,0.7400969598341381,0.9163485508804671
1,0.7468222110214243,1,0,0.7602679491029635,0.5087017046676462
1,0.8376600028939442,0,1,0.3827161087381872,0.7257002888592313
1,0.39693442501112514,0,1,0.5241986848578714,0.8216571796004678
0,0.40599882681838667,0,0,0.8445898265836316,0.9036516914290815
1,0.43913021480645464,1,1,0.8277348860446051,0.7782718702855466
0,0.7326210598781993,0,1,0.8119334240783519,0.4122639783726764
1,0.33326525229018605,1,1,0.8237600457913374,0.8109955149488547
0,0.2949028074424477,0,0,0.940082249106231,0.8688002642574655
0,0.5307842616145855,1,0,0.4146247553872049,0.8929345847382116
0,0.8244115967868791,1,1,0.38859151170251177,0.5578762115048712
1,0.8189482043699896,1,1,0.6729741798732068,0.8522760001288372
0,0.45408493112927956,1,0,0.533155051609928,0.8167156126535386
0,0.30517808261834356,0,1,0.8459127917512351,0.5047787922092429
1,0.5330312461822728,1,1,0.7378881253997436,0.7446134169619553
0,0.5934379269201747,1,0,0.31454518789103814,0.6768417511718263
1,0.7185924155947075,1,1,0.7664984034849702,0.7599226761524619
1,0.40876107570900344,1,0,0.794985478614197,0.4067773633476919
0,0.4994190877141566,0,0,0.7687993064810783,0.8176159244705156
0,0.42760332370567655,0,0,0.7910385223806851,0.8477301085707346
1,0.7438923413165017,1,1,0.752941160855921,0.7486610659299626
0,0.6235777445198434,0,0,0.7174527278526688,0.8961920288642556
1,0.611867265969105,1,1,0.7967956006616644,0.8128036662398537
0,0.4333018136303364,0,1,0.7194590417697101,0.4717513673879736
0,0.3167761586844274,1,1,0.4951818661265245,0.5519690935336797
1,0.11349237960132424,1,1,0.9047306674379082,0.769484760655831
1,0.5959861509671205,1,1,0.6773246115940248,0.7609628665864981
0,0.1661696355371875,0,0,0.926567289219802,0.8711760770722069
1,0.7009089691819874,1,0,0.7634499941451998,0.4017986273780781
0,0.26899615165657476,0,0,0.7642507950646196,0.8572346798371712
1,0.19165819515133514,1,1,0.9242142688728441,0.9041192726304689
1,0.8317635303232163,1,0,0.7617706087924507,0.4160126435120678
1,0.7230679901059893,1,0,0.8380332938596431,0.40799077821673335
1,0.21543403943691672,1,1,0.9074238611799292,0.8731612332179616
1,0.9185071860359869,1,1,0.7942464974825596,0.7589862455414298
0,0.6706377580333015,0,0,0.7478852958835978,0.867112222236554
0,0.34926984867359584,0,0,0.8956109549395677,0.7377611401198391
1,0.6496527486625202,0,1,0.5241792192276359,0.9388769836875464
0,0.18428614475158972,0,0,0.96420925851418,0.8858250326833752
1,0.5216818803012587,1,1,0.7478015896373345,0.7149643166945937
0,0.5361695522693092,0,0,0.808096532296483,0.8469426428409842
1,0.5477337257210142,1,1,0.855891904436112,0.8633071630354566
1,0.2049325103365064,0,0,0.6009609816529262,0.49142916411647486
1,0.6453818350185041,1,0,0.7413118457635552,0.4478248464382456
1,0.24985690494352147,0,0,0.5073394954645847,0.4770806550672714
1,0.2350302816896195,1,1,0.8369286491609247,0.8319392681046591
1,0.8030695579691627,1,1,0.7251648052788894,0.7828337834033249
1,0.7512842709070016,1,1,0.7440811742603348,0.7988259203695236
0,0.47454201700754267,0,0,0.7991127106487602,0.8135045042668155
0,0.34901108930150393,1,0,0.45929853565982953,0.7869887924321236
1,0.2373970394593132,1,0,0.7919612485862024,0.5206868411774463
0,0.3911841045158665,0,0,0.855130675915294,0.8440099041392666
1,0.4118902397016409,1,0,0.8100629007109441,0.43984733043223423
1,0.4830635575974947,1,1,0.8371944382799054,0.7461419901238286
0,0.896984090297648,1,1,0.4100051344386802,0.46161388198106945
1,0.30495098064664733,1,1,0.8602747232141982,0.8801937282139258
1,0.6423505981979403,1,0,0.8122179692028423,0.5287690857087075
1,0.37050519136937515,1,0,0.8680123920277114,0.4023366687878428
1,0.4912135398728007,1,1,0.7688714650710865,0.931641813221304
0,0.09327593613129838,1,0,0.5874925744411461,0.9755255781795075
1,0.5205938777955278,1,1,0.7591901060600696,0.725733677719918
1,0.8790525891830987,1,0,0.6503260544277624,0.4274248233531982
0,0.5008691167034417,0,0,0.7507810933175064,0.7814392478877961
1,0.5734326395263568,1,1,0.8407926795715404,0.7580861074949907
0,0.0603899800278559,0,0,0.8258527895181375,0.8964458334031871
0,0.5590096715217557,1,0,0.43722267330685866,0.6941858770385199
1,0.3234148050019057,1,1,0.8039838373503994,0.8119891266461299
1,0.6041800954873607,0,1,0.5352796303741215,0.8768391875664073
0,0.15501693435022734,1,0,0.5678055202453374,0.8728044742697063
0,0.4400194696990531,1,0,0.4165362767100222,0.7816798052054055
1,0.42522923867105206,1,1,0.8224792590052609,0.8064976990016334
1,0.32801517451695644,1,0,0.8599838660413781,0.45585200361317324
1,0.3838510659052692,1,1,0.8876158378120542,0.9630624326350531
1,0.8206573106359568,1,1,0.5864419939939972,0.7094796751301601
0,0.540170312832525,1,1,0.3953466049022047,0.5059002579031233
1,0.6236354662563571,0,0,0.5110837275409501,0.49836753677470325
1,0.8544640303180154,1,1,0.7067852198679293,0.7734149534476462
1,0.906710190706557,0,1,0.4095712382374489,0.7064779340565353
1,0.5070318019991814,1,1,0.8476095459038967,0.7364539943567537
0,0.4031853746922114,0,0,0.8288121225069419,0.875507716006771
1,0.7364389801509402,1,0,0.7383145783513118,0.46202552753613907
1,0.24254993727011906,1,1,0.8206114433050409,0.777181626918722
0,0.3814981736053406,1,0,0.4478279246100854,0.8810851941837572
1,0.3574604263005422,1,1,0.7777037167142626,0.9013913846594555
0,0.48745393246852187,1,0,0.5424821424719374,0.9109183113741093
0,0.7482337326736009,0,1,0.7376609108154479,0.4112265018876954
1,0.8488441523286595,0,0,0.4304818907887916,0.3229422221936187
0,0.7599324682379304,1,1,0.3756981539304801,0.40637396297743433
0,0.42134784209063325,0,1,0.7022185811097702,0.5105838825546478
0,0.8303762973902666,0,0,0.7338453294896533,0.8008491265214785
1,0.5602450756924866,1,1,0.8250554757967139,0.8499521335573587
0,0.1710334140780497,0,1,0.9703950914509712,0.550146161792536
0,0.08796961671002901,0,0,0.9724280856621578,0.8211543006917571
0,0.6684096944868629,0,1,0.6702239618935188,0.5128700619457686
0,0.6470184276247148,0,0,0.7342642570481368,0.8442748655765115
1,0.8432270968240985,0,1,0.40792677757890505,0.8320806396622389
0,0.6564748066395706,0,1,0.8572552684423549,0.4476496476476014
1,0.7188501668845749,0,0,0.38663061189413644,0.4593992167169523
0,0.5245235784422138,1,0,0.3973377767663299,0.8163674135861648
0,0.19682895850781174,0,1,0.8046987484669244,0.6931497380177793
1,0.18917257492971967,0,0,0.5517918331327548,0.4105932779906714
0,0.6902678708675382,0,1,0.7238509328799831,0.471999698679663
1,0.2888366560762786,1,1,0.8880747474142046,0.6905556392066416
1,0.6129347573515459,1,0,0.8090972834919576,0.43496028199836617
1,0.5849513385047591,1,1,0.8161592105784711,0.7470183502591642
1,0.9391844693617168,0,1,0.3465989826973823,0.7733699433406573
0,0.5297092625459398,0,1,0.8128875164743979,0.5477241090141558
0,0.7540290109881019,1,0,0.3475659287433118,0.7021214366203228
1,0.9816036387792518,0,0,0.38038517606735395,0.4970489326436761
0,0.504003108622167,0,0,0.8013677171313028,0.9015573515608475
1,0.2712272346243256,0,1,0.5244101324113811,0.8487902223018563
1,0.4783257509864077,0,1,0.5060999393198773,0.773287334816893
1,0.9057037471964062,0,0,0.3568321785420081,0.4102289197091894
1,0.6619860107463378,0,1,0.4033428187649517,0.6847818606413366
1,0.641109761705987,1,1,0.7813480566480332,0.8418233564665859
1,0.6141008426224359,0,1,0.5008281865141697,0.6408825266022868
1,0.6961134205323847,1,1,0.7566231648170743,0.8100483806559206
0,0.31645623337110956,0,0,0.8470257666760043,0.9034079248353711
0,0.18638357236108533,0,0,0.9314485515477422,0.9018089543035075
1,0.47326079459500026,1,1,0.7247080616760857,0.8219078754588991
0,0.59142338063865,1,0,0.47893451006221704,0.7579396218044726
0,0.5900415370196892,1,0,0.3771625153777833,0.7428487433678376
0,0.9288953835758081,0,0,0.732460797809316,0.7203971781259948
0,0.7352359044389203,0,0,0.7358369943956931,0.7232644704030841
0,0.42651238803576913,0,0,0.7648117335786756,0.7762210276507419
1,0.2969397934844534,1,1,0.8042139787696537,0.9595766415178589
0,0.3704777346873666,0,0,0.8758483938366493,0.8487433036292038
1,0.061565454928673144,1,1,0.8735584628252421,0.9539949878458859
0,0.114116032366237,0,0,0.8737241537440511,0.9234541492213446
1,0.20552627490998387,1,1,0.8583789438667042,0.9627339961580915
0,0.5315212491484111,1,0,0.4155491188681492,0.7748149072804913
1,0.8655131343659349,1,1,0.6861712093362962,0.6765716993444637
0,0.8143175208301715,0,0,0.7303522664714931,0.718742597055122
1,0.29883403474015574,1,0,0.6765580764576336,0.605674331421718
0,0.6733106685180044,1,0,0.5287224305856297,0.7007586824695053
1,0.2004082724477742,1,1,0.9312441745463742,0.7764168153356314
1,0.2936962792224171,1,1,0.791829478043304,0.8292535856163302
1,0.5265870247785202,0,1,0.42837328291145627,0.776769868798503
1,0.4334684281335965,1,0,0.8741466493568497,0.4547313968902956
